Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Admission Grade Category,Previous Qualification Category,1st_sem_grade_cat,2nd_sem_grade_cat
1901,Single,42,1,9085,1,1,133.1,Portuguese,1,9,4,4,128.2,0,,0,1,Female,No Scholarship,24,0,5,11,29,9,12.0,6,4,10,21,9,12.55555556,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1902,Single,1,1,9130,1,1,127.0,Portuguese,1,1,4,4,120.4,1,,0,1,Female,No Scholarship,18,0,0,6,9,6,15.125,0,0,6,9,6,14.0,0,13.9,-0.3,0.79,Graduate,Middle,High,High,Medium
1903,Single,17,1,9500,1,1,160.0,Portuguese,19,1,4,10,153.0,1,,0,1,Female,No Scholarship,18,0,0,7,7,6,13.11666667,0,0,7,7,6,13.11666667,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
1904,Single,1,1,9773,1,1,121.0,Portuguese,19,1,7,9,117.9,1,,0,1,Female,No Scholarship,19,0,0,6,7,6,12.83333333,0,0,6,7,6,11.66666667,0,11.1,0.6,2.02,Graduate,Middle,Middle,Medium,Medium
1905,Single,44,1,9238,1,39,150.0,Portuguese,1,37,4,8,145.6,1,,0,1,Female,Scholarship,20,0,3,6,6,6,13.33333333,0,2,6,6,6,14.16666667,0,13.9,-0.3,0.79,Graduate,High,High,Medium,Medium
1906,Single,1,6,9500,1,1,117.0,Portuguese,4,12,5,9,119.8,1,,0,1,Female,No Scholarship,18,0,0,7,7,7,13.87714286,0,0,8,8,8,15.6625,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,High
1907,Single,1,6,9500,1,1,141.0,Portuguese,19,1,9,10,126.8,1,,0,1,Female,No Scholarship,18,0,0,8,8,7,12.94428571,0,0,8,8,7,12.94428571,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
1908,Single,17,1,9853,1,1,112.0,Portuguese,2,19,3,9,106.1,1,,0,1,Female,No Scholarship,19,0,0,6,8,5,12.33333333,0,0,6,8,5,11.0,0,15.5,2.8,-4.06,Enrolled,Middle,Middle,Medium,Medium
1909,Single,1,1,9500,1,1,148.0,Portuguese,3,3,2,2,137.3,1,,0,1,Female,No Scholarship,19,0,0,7,7,6,14.26666667,0,0,7,7,6,14.26666667,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
1910,Single,1,2,9670,1,1,120.0,Portuguese,3,19,4,5,115.5,1,,0,1,Female,No Scholarship,18,0,0,6,8,5,13.0,0,0,6,8,5,14.0,0,13.9,-0.3,0.79,Graduate,Middle,Middle,Medium,Medium
1911,Single,1,2,9500,1,1,132.0,Portuguese,37,37,5,7,127.5,1,,0,1,Female,No Scholarship,20,0,0,8,8,8,12.48375,0,0,8,8,8,12.48375,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1912,Single,1,2,9556,1,1,125.0,Portuguese,38,1,9,3,116.3,1,,0,1,Female,No Scholarship,18,0,0,7,8,7,13.42857143,0,0,8,8,8,15.3125,0,16.2,0.3,-0.92,Graduate,Middle,Middle,Medium,High
1913,Married,17,3,8014,0,1,123.0,Portuguese,19,37,3,3,113.2,0,,1,0,Female,No Scholarship,18,0,0,6,9,3,10.66666667,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,Middle,Middle,Medium,Low
1914,Single,1,1,9853,1,1,142.0,Portuguese,12,12,9,4,132.6,1,,0,1,Female,No Scholarship,18,0,0,6,8,5,15.4,0,0,6,7,5,12.2,0,7.6,2.6,0.32,Graduate,High,High,High,Medium
1915,Single,1,4,9500,1,1,148.0,Portuguese,1,37,4,8,132.0,1,,0,1,Female,No Scholarship,18,0,0,7,7,6,13.45,0,0,7,7,6,13.45,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
1916,Single,17,5,9500,1,1,136.0,Portuguese,19,38,5,8,130.3,1,,0,1,Female,Scholarship,18,0,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
1917,Single,1,4,9500,1,1,123.0,Portuguese,19,38,9,10,116.7,1,,0,1,Female,No Scholarship,20,0,0,7,7,7,12.48571429,0,0,8,12,8,12.9375,0,16.2,0.3,-0.92,Graduate,Middle,Middle,Medium,Medium
1918,Single,1,2,9070,1,1,135.0,Portuguese,19,37,9,9,134.0,1,,0,1,Female,Scholarship,22,0,0,6,10,5,10.8,0,0,6,7,5,12.8,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
1919,Single,43,1,9670,1,1,151.0,Portuguese,19,19,1,1,100.0,0,,1,1,Female,No Scholarship,20,0,0,6,12,5,12.2,0,0,6,8,5,14.6,0,13.9,-0.3,0.79,Enrolled,Middle,High,Medium,Medium
1920,Single,44,1,9085,1,39,140.0,Portuguese,1,1,3,7,140.0,1,,0,1,Female,No Scholarship,20,0,2,6,11,5,14.2,0,0,6,12,2,13.5,0,13.9,-0.3,0.79,Enrolled,High,High,Medium,Medium
1921,Single,1,2,9238,1,1,136.0,Portuguese,37,38,9,8,139.2,1,,0,1,Female,No Scholarship,18,0,0,6,7,6,13.83333333,0,0,6,6,6,14.0,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1922,Single,1,1,9853,1,1,142.0,Portuguese,19,1,9,1,132.6,0,,0,1,Female,No Scholarship,18,0,0,6,8,5,12.8,0,0,6,14,3,10.0,0,9.4,-0.8,-3.12,Enrolled,High,High,Medium,Low
1923,Single,17,3,9147,1,1,142.0,Portuguese,37,38,5,1,129.4,0,,0,1,Female,No Scholarship,18,0,0,5,5,5,13.2,0,0,5,6,4,12.5,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1924,Single,17,1,9670,1,1,127.0,Portuguese,1,38,4,7,125.6,0,,1,1,Female,Scholarship,18,0,0,6,7,1,14.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,High,High,Medium,Low
1925,Single,17,1,9238,1,1,131.0,Portuguese,1,1,4,10,129.3,0,,0,1,Female,No Scholarship,19,0,4,8,8,8,13.875,0,1,6,8,5,14.0,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
1926,Single,1,1,9085,1,1,134.0,Portuguese,38,19,9,4,128.4,1,,0,1,Female,Scholarship,19,0,0,5,7,5,12.5,0,0,5,8,5,12.71428571,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
1927,Single,17,2,9773,1,1,142.0,Portuguese,19,19,9,9,139.9,0,,0,1,Female,Scholarship,18,0,0,6,7,6,13.42857143,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate,High,High,Medium,Medium
1928,Single,1,1,9070,1,1,123.0,Portuguese,38,38,9,5,124.8,0,,0,0,Female,Scholarship,18,0,0,6,7,5,11.8,0,0,6,7,5,13.0,0,8.9,1.4,3.51,Enrolled,Middle,Middle,Medium,Medium
1929,Single,17,3,9500,1,1,133.0,Portuguese,1,1,9,9,128.5,1,,0,1,Female,Scholarship,18,0,0,7,7,7,14.86857143,0,0,8,9,8,15.11111111,0,11.1,0.6,2.02,Graduate,High,High,Medium,High
1930,Single,1,4,9500,1,1,125.0,Portuguese,19,1,1,1,117.8,1,,0,1,Female,No Scholarship,18,0,0,7,10,7,13.03,0,0,8,8,8,13.21875,0,15.5,2.8,-4.06,Graduate,Middle,Middle,Medium,Medium
1931,Single,17,1,9670,1,1,120.0,Portuguese,38,38,5,7,115.1,1,,0,1,Female,No Scholarship,19,0,0,6,7,6,14.57142857,0,0,6,7,6,12.33333333,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
1932,Single,17,2,9238,1,1,125.0,Portuguese,19,19,3,3,118.0,1,,0,1,Female,No Scholarship,18,0,0,6,9,5,11.0,0,0,6,9,4,11.25,0,8.9,1.4,3.51,Graduate,Middle,Middle,Medium,Medium
1933,Single,39,1,9500,1,19,133.1,Portuguese,19,37,9,4,120.0,0,,0,1,Female,Scholarship,25,0,0,8,8,8,13.3675,0,0,8,8,8,13.3675,0,9.4,-0.8,-3.12,Graduate,Middle,High,Medium,Medium
1934,Single,1,4,9500,1,1,133.1,Portuguese,19,38,9,9,119.6,1,,0,1,Female,Scholarship,19,0,0,7,7,6,12.80833333,0,0,8,11,7,12.82571429,0,12.4,0.5,1.79,Graduate,Middle,High,Medium,Medium
1935,Single,17,6,9500,1,1,143.0,Portuguese,1,38,3,3,133.2,1,,0,1,Female,No Scholarship,18,0,0,7,7,7,13.91857143,0,0,8,9,8,13.8875,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
1936,Single,17,1,9130,1,1,147.0,Portuguese,4,1,2,10,141.8,1,,0,1,Female,No Scholarship,19,0,0,6,8,6,13.0,0,0,6,9,4,12.8,0,13.9,-0.3,0.79,Graduate,High,High,Medium,Medium
1937,Married,1,1,9500,1,1,142.0,Portuguese,19,38,4,5,130.3,0,,0,1,Female,No Scholarship,18,0,0,7,7,6,13.68333333,0,0,7,7,6,13.68333333,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
1938,Single,39,1,9085,1,1,150.0,Portuguese,19,19,4,10,100.0,0,,0,1,Female,No Scholarship,24,0,1,6,11,5,13.0,0,1,6,12,1,12.0,0,13.9,-0.3,0.79,Dropout,Middle,High,Medium,Medium
1939,Single,1,2,9773,1,1,124.0,Portuguese,3,3,3,4,114.6,1,,0,1,Female,No Scholarship,21,0,0,6,8,5,12.8,0,0,6,7,5,11.2,0,11.1,0.6,2.02,Graduate,Middle,Middle,Medium,Medium
1940,Single,1,2,9254,1,1,136.0,Portuguese,1,1,9,4,123.4,1,,0,1,Female,Scholarship,18,0,0,6,9,6,13.57142857,0,0,6,6,6,12.16666667,0,8.9,1.4,3.51,Graduate,Middle,High,Medium,Medium
1941,Single,1,1,9238,1,1,116.0,Portuguese,38,38,9,6,116.4,1,,0,1,Female,No Scholarship,18,0,0,6,6,6,13.16666667,0,0,6,6,6,13.16666667,0,8.9,1.4,3.51,Graduate,Middle,Middle,Medium,Medium
1942,Married,1,1,9070,1,1,127.0,Portuguese,12,19,9,9,123.2,0,,0,1,Female,Scholarship,20,0,0,6,6,6,15.0,0,0,6,6,6,14.5,0,11.1,0.6,2.02,Graduate,Middle,High,Medium,Medium
1943,Single,1,1,9070,1,1,117.0,Portuguese,4,19,3,5,123.7,1,,0,1,Female,No Scholarship,19,0,0,6,6,6,12.66666667,0,0,6,8,5,11.4,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
1944,Single,1,2,9773,1,1,116.0,Portuguese,1,19,4,7,127.6,1,,0,1,Female,Scholarship,19,0,0,6,7,6,13.85714286,0,0,6,7,6,13.14285714,0,13.9,-0.3,0.79,Dropout,High,Middle,Medium,Medium
1945,Single,1,4,9500,1,1,129.0,Portuguese,37,37,9,9,117.1,1,,0,1,Female,No Scholarship,30,0,0,7,7,7,14.69285714,0,0,8,8,8,14.9625,0,12.4,0.5,1.79,Graduate,Middle,High,Medium,Medium
1946,Single,1,1,9500,1,1,157.0,Portuguese,19,38,5,3,149.3,0,,0,1,Female,No Scholarship,18,0,0,8,8,8,14.035,0,0,8,8,8,14.035,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1947,Single,17,1,9085,1,1,135.0,Portuguese,1,19,4,10,125.6,1,,0,1,Female,No Scholarship,18,0,0,5,8,4,11.0,1,0,5,8,3,14.0,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
1948,Single,1,1,9773,1,1,139.0,Portuguese,38,38,9,9,145.0,1,,0,1,Female,Scholarship,18,0,0,6,6,6,13.33333333,0,0,6,6,6,13.33333333,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1949,Single,18,1,9500,1,1,115.0,Portuguese,38,37,5,5,115.0,0,,0,1,Female,No Scholarship,20,0,0,7,13,6,11.7725,0,0,8,9,7,12.33,0,15.5,2.8,-4.06,Graduate,Middle,Middle,Medium,Medium
1950,Single,1,1,9254,1,1,123.0,Portuguese,38,38,4,7,114.3,0,,0,1,Female,No Scholarship,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,Middle,Middle,Low,Low
1951,Single,43,2,9254,1,1,140.0,Portuguese,19,19,9,9,126.0,1,,0,1,Female,No Scholarship,19,0,0,6,0,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,High,High,Low,Low
1952,Single,1,1,171,1,1,138.0,Portuguese,19,37,7,7,124.0,1,,0,0,Female,No Scholarship,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,Middle,High,Low,Low
1953,Single,1,4,9254,1,1,132.0,Portuguese,1,38,5,6,122.6,1,,0,1,Female,Scholarship,18,0,0,6,7,6,12.28571429,0,0,6,6,6,12.0,0,8.9,1.4,3.51,Graduate,Middle,High,Medium,Medium
1954,Single,1,4,9500,1,1,140.0,Portuguese,3,19,2,3,133.8,1,,0,1,Female,No Scholarship,17,0,0,8,14,5,12.46,0,0,8,14,5,12.46,0,10.8,1.4,1.74,Enrolled,High,High,Medium,Medium
1955,Single,18,1,9853,1,1,117.0,Portuguese,19,38,4,0,113.5,1,,0,1,Female,No Scholarship,19,0,0,7,10,6,12.16666667,0,0,7,9,6,13.16666667,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
1956,Single,1,4,9238,1,1,125.0,Portuguese,19,1,4,5,122.6,1,,0,1,Female,No Scholarship,18,0,0,6,9,5,11.83333333,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Enrolled,Middle,Middle,Medium,Medium
1957,Single,7,1,9500,1,3,140.0,Portuguese,37,37,4,4,140.0,0,,0,1,Female,No Scholarship,25,0,0,8,8,7,14.80571429,0,0,8,8,7,14.80571429,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
1958,Single,1,1,9238,1,1,133.1,Portuguese,12,38,4,9,107.0,1,,0,1,Female,No Scholarship,19,0,0,6,11,5,10.6,0,0,6,10,6,11.71428571,0,11.1,0.6,2.02,Dropout,Middle,High,Medium,Medium
1959,Single,53,1,9085,1,42,130.0,Portuguese,19,1,9,9,130.0,1,,1,0,Female,No Scholarship,24,0,7,9,9,8,13.125,0,4,9,13,6,13.0,0,8.9,1.4,3.51,Enrolled,High,High,Medium,Medium
1960,Single,1,1,9238,1,1,134.0,Portuguese,1,1,4,9,124.2,1,,1,1,Female,Scholarship,19,0,0,6,6,6,12.83333333,0,0,6,6,6,12.66666667,0,9.4,-0.8,-3.12,Graduate,Middle,High,Medium,Medium
1961,Single,18,1,9500,1,1,128.0,Portuguese,19,1,9,4,125.8,0,,0,1,Female,Scholarship,20,0,0,8,8,0,0.0,8,0,8,8,0,0.0,8,9.4,-0.8,-3.12,Enrolled,High,High,Low,Low
1962,Single,1,1,9670,1,1,115.0,Portuguese,1,1,5,4,108.0,1,,0,1,Female,Scholarship,20,0,0,6,9,5,13.0,0,0,6,6,5,13.8,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
1963,Single,1,2,9500,1,1,119.0,Portuguese,1,1,4,4,115.2,1,,0,1,Female,Scholarship,20,0,0,7,8,7,12.725,0,0,8,8,8,13.7125,0,13.9,-0.3,0.79,Graduate,Middle,Middle,Medium,Medium
1964,Single,17,1,9085,1,1,131.0,Portuguese,1,3,4,1,129.3,1,,0,1,Female,No Scholarship,19,0,0,5,10,4,11.25,1,0,5,10,3,10.33333333,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
1965,Single,7,1,9003,1,4,120.0,Portuguese,3,1,2,4,120.0,1,,0,1,Female,No Scholarship,31,0,8,12,12,11,13.81818182,0,4,12,16,12,13.46153846,0,15.5,2.8,-4.06,Graduate,Middle,Middle,Medium,Medium
1966,Single,1,1,9085,1,1,120.0,Portuguese,1,19,3,4,116.7,0,,0,1,Female,No Scholarship,20,0,0,5,12,3,12.33333333,2,0,5,8,3,13.0,1,9.4,-0.8,-3.12,Graduate,Middle,Middle,Medium,Medium
1967,Single,1,3,9085,1,1,135.0,Portuguese,3,2,4,3,121.0,1,,0,1,Female,No Scholarship,18,0,0,5,14,3,12.33333333,2,0,5,8,5,11.6,0,9.4,-0.8,-3.12,Enrolled,Middle,High,Medium,Medium
1968,Single,17,1,9853,1,1,146.0,Portuguese,1,1,3,4,128.2,0,,1,1,Female,No Scholarship,18,0,0,6,8,4,13.25,0,0,6,10,3,10.66666667,0,12.7,3.7,-1.7,Enrolled,High,High,Medium,Medium
1969,Single,1,4,9670,1,1,133.0,Portuguese,1,2,4,7,121.1,1,,0,1,Female,No Scholarship,18,0,0,6,7,6,13.66666667,0,0,6,9,5,15.4,0,13.9,-0.3,0.79,Graduate,Middle,High,Medium,High
1970,Single,51,1,9238,1,1,122.0,Portuguese,19,3,5,2,112.6,0,,1,1,Female,No Scholarship,20,0,5,11,18,8,12.625,0,4,10,10,3,11.0,0,11.1,0.6,2.02,Enrolled,Middle,Middle,Medium,Medium
1971,Single,17,1,9085,1,1,128.0,Portuguese,2,19,2,4,123.3,1,,0,1,Female,Scholarship,20,0,0,6,6,6,14.83333333,0,0,6,8,6,12.14285714,0,8.9,1.4,3.51,Graduate,Middle,High,Medium,Medium
1972,Single,17,2,9670,1,1,129.0,Portuguese,19,19,5,4,129.4,0,,0,1,Female,Scholarship,19,0,0,6,7,5,11.2,0,0,6,10,5,13.125,0,10.8,1.4,1.74,Dropout,High,High,Medium,Medium
1973,Single,17,1,9147,1,1,122.0,Portuguese,19,19,4,6,119.9,0,,0,1,Female,Scholarship,21,0,0,5,6,5,11.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,Graduate,Middle,Middle,Medium,Medium
1974,Single,1,4,9500,1,1,140.0,Portuguese,1,12,3,10,131.6,1,,0,1,Female,No Scholarship,18,0,0,7,8,7,13.135,0,0,8,9,8,13.24444444,0,12.4,0.5,1.79,Graduate,High,High,Medium,Medium
1975,Single,51,1,9070,1,1,143.0,Portuguese,1,1,4,4,120.0,1,,0,1,Female,No Scholarship,21,0,3,10,10,10,13.0,0,5,11,11,10,11.4,0,11.1,0.6,2.02,Dropout,Middle,High,Medium,Medium
1976,Single,1,4,9500,1,1,118.0,Portuguese,19,19,3,3,110.0,1,,0,1,Female,No Scholarship,19,0,0,7,12,4,12.85,0,0,7,7,7,12.62142857,0,11.1,0.6,2.02,Enrolled,Middle,Middle,Medium,Medium
1977,Single,44,1,9238,1,39,140.0,Portuguese,1,19,191,102,143.0,0,,0,1,Female,No Scholarship,20,0,3,6,6,6,13.5,0,2,6,9,5,12.5,0,13.9,-0.3,0.79,Graduate,High,High,Medium,Medium
1978,Single,44,1,9085,1,1,140.0,Portuguese,1,2,3,3,140.0,0,,0,1,Female,No Scholarship,20,0,0,6,7,6,14.28571429,0,0,6,9,3,13.0,0,13.9,-0.3,0.79,Enrolled,High,High,Medium,Medium
1979,Single,1,1,9670,1,1,123.0,Portuguese,12,1,9,9,119.2,1,,0,1,Female,Scholarship,18,0,0,6,8,5,13.5,0,0,6,6,6,14.5,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
1980,Single,1,1,9147,1,1,140.0,Portuguese,19,19,9,9,124.3,1,,0,1,Female,Scholarship,18,0,0,5,8,4,10.75,0,0,5,5,5,13.0,0,12.4,0.5,1.79,Graduate,Middle,High,Medium,Medium
1981,Single,17,1,9238,1,1,116.0,Portuguese,19,19,7,7,111.1,1,,0,1,Female,Scholarship,18,0,0,6,9,6,11.33333333,0,0,6,9,6,11.83333333,0,8.9,1.4,3.51,Graduate,Middle,Middle,Medium,Medium
1982,Single,43,1,9085,1,39,150.0,Portuguese,38,37,6,6,150.0,1,,0,1,Female,Scholarship,21,0,2,7,15,3,13.0,2,1,5,12,5,13.28571429,1,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
1983,Single,1,1,9500,1,1,147.0,Portuguese,38,19,5,8,147.3,0,,0,1,Female,No Scholarship,18,0,0,7,7,6,13.96666667,0,0,7,7,6,13.96666667,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
1984,Single,1,1,9500,1,1,162.0,Portuguese,19,1,5,5,147.5,1,,0,1,Female,Scholarship,18,0,0,8,8,8,14.14125,0,0,8,8,8,14.14125,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1985,Single,17,2,9254,1,1,108.0,Portuguese,37,37,9,7,108.0,1,,0,1,Female,Scholarship,20,0,0,6,10,4,11.6,0,0,6,10,4,11.75,0,12.7,3.7,-1.7,Graduate,Middle,Middle,Medium,Medium
1986,Married,42,1,9500,1,2,130.0,Portuguese,37,37,9,9,130.0,0,,0,1,Female,Scholarship,32,0,0,8,8,8,14.6625,0,0,8,8,8,14.6625,0,9.4,-0.8,-3.12,Graduate,High,High,Medium,Medium
1987,Married,39,1,9991,0,1,140.0,Portuguese,37,37,9,10,130.0,0,,0,1,Female,No Scholarship,34,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled,High,High,Low,Low
1988,Single,1,2,9500,1,1,116.0,Portuguese,19,37,3,3,109.0,1,,0,1,Female,Scholarship,23,0,0,7,8,6,12.99333333,0,0,8,9,8,12.66875,0,11.1,0.6,2.02,Graduate,Middle,Middle,Medium,Medium
1989,Single,1,5,9670,1,1,120.0,Portuguese,4,1,4,10,112.0,1,,0,1,Female,No Scholarship,18,0,0,6,10,4,11.25,0,0,6,11,5,12.2,0,8.9,1.4,3.51,Enrolled,Middle,Middle,Medium,Medium
1990,Single,17,1,8014,0,1,132.0,Portuguese,37,19,5,5,121.2,0,,0,1,Female,No Scholarship,18,0,0,6,8,5,12.2,0,0,6,10,5,12.8,0,10.8,1.4,1.74,Graduate,Middle,High,Medium,Medium
1991,Single,43,1,171,1,2,140.0,Portuguese,37,37,9,9,140.0,1,,0,1,Female,No Scholarship,34,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,High,High,Low,Low
1992,Single,39,1,8014,0,1,120.0,Moldova,1,1,4,7,119.5,0,,1,1,Female,No Scholarship,25,1,2,6,6,6,11.33333333,0,0,6,6,4,11.75,0,8.9,1.4,3.51,Enrolled,Middle,Middle,Medium,Medium
1993,Single,1,1,9147,1,1,136.0,Portuguese,37,38,193,181,125.9,0,,0,1,Female,No Scholarship,21,0,0,5,7,5,12.2,0,0,5,7,5,11.8,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
1994,Single,1,1,9254,1,1,133.0,Portuguese,19,9,0,0,121.5,1,,0,1,Female,Scholarship,20,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,Middle,High,Low,Low
1995,Single,1,5,9238,1,1,126.0,Portuguese,30,19,0,2,121.5,1,,0,1,Female,No Scholarship,18,0,0,6,8,6,11.33333333,0,0,6,6,6,11.66666667,0,7.6,2.6,0.32,Graduate,Middle,High,Medium,Medium
1996,Single,17,1,9085,1,1,142.0,Portuguese,3,37,4,8,132.4,1,,0,1,Female,No Scholarship,18,0,0,6,8,6,13.85714286,0,0,6,15,6,13.1,0,12.4,0.5,1.79,Graduate,High,High,Medium,Medium
1997,Single,17,1,9773,1,1,121.0,Portuguese,37,37,9,9,122.4,0,,0,1,Female,No Scholarship,18,0,0,6,7,6,12.85714286,0,0,6,6,6,13.33333333,0,13.9,-0.3,0.79,Graduate,Middle,Middle,Medium,Medium
1998,Single,39,1,8014,0,1,134.0,Portuguese,37,38,4,7,110.0,1,,0,1,Female,No Scholarship,24,0,0,6,10,1,10.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout,Middle,High,Low,Low
1999,Single,51,1,9147,1,1,140.0,Portuguese,19,19,9,7,120.4,0,,1,0,Female,No Scholarship,32,0,14,15,17,14,10.21428571,0,13,13,13,13,11.38461538,0,16.2,0.3,-0.92,Graduate,Middle,High,Medium,Medium
2000,Single,39,1,9254,1,1,133.1,Portuguese,1,1,9,6,105.0,1,,1,0,Female,No Scholarship,24,0,0,6,14,6,11.28571429,0,0,6,16,3,10.33333333,0,8.9,1.4,3.51,Dropout,Middle,High,Medium,Medium
2001,Single,1,1,9238,1,1,157.0,Portuguese,38,37,9,5,137.8,0,,0,1,Female,Scholarship,18,0,0,6,6,6,13.83333333,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout,High,High,Medium,Low
2002,Single,51,1,9254,1,1,120.0,Portuguese,38,38,9,9,118.0,0,,0,1,Female,No Scholarship,28,0,0,6,8,6,12.85714286,0,0,6,8,5,12.6,0,8.9,1.4,3.51,Graduate,Middle,Middle,Medium,Medium
2003,Single,17,5,9853,1,1,134.0,Portuguese,19,38,4,8,122.1,1,,0,1,Female,Scholarship,18,0,0,6,8,6,11.66666667,0,0,6,9,4,12.0,0,10.8,1.4,1.74,Dropout,Middle,High,Medium,Medium
2004,Single,7,1,9853,1,3,140.0,Portuguese,34,34,0,0,140.0,1,,0,0,Female,No Scholarship,24,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,High,High,Low,Low
2005,Single,1,1,9085,1,1,133.0,Portuguese,1,37,4,10,143.2,0,,0,1,Female,No Scholarship,19,0,0,5,7,5,14.4,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
2006,Married,39,1,8014,0,1,146.0,Portuguese,37,37,9,8,120.5,0,,0,1,Female,No Scholarship,44,0,0,6,6,6,14.83333333,0,0,6,6,6,14.16666667,0,10.8,1.4,1.74,Graduate,Middle,High,Medium,Medium
2007,Single,16,3,9085,1,1,130.0,Portuguese,37,37,9,2,119.5,1,,0,1,Female,Scholarship,18,0,0,6,14,6,14.33333333,0,0,6,9,6,12.0,0,15.5,2.8,-4.06,Graduate,Middle,High,Medium,Medium
2008,Single,1,1,171,1,1,151.0,Portuguese,37,37,9,7,147.5,1,,0,1,Female,No Scholarship,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,High,High,Low,Low
2009,Single,1,6,9773,1,1,133.1,Portuguese,1,1,90,90,129.6,0,,0,1,Female,No Scholarship,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,High,High,Low,Low
2010,Single,18,1,9853,1,1,132.0,Portuguese,37,37,9,5,126.1,0,,0,1,Female,Scholarship,18,0,0,7,9,6,12.33333333,0,0,7,7,6,12.66666667,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
2011,Married,39,1,9991,0,1,110.0,Portuguese,37,37,9,4,160.0,0,,0,1,Female,No Scholarship,44,0,0,5,5,5,11.8,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,Graduate,High,Middle,Medium,Medium
2012,Facto Union,39,1,9853,1,19,133.1,Portuguese,38,1,5,3,105.5,0,,1,1,Female,No Scholarship,33,0,0,6,7,5,13.2,0,0,6,7,5,10.6,0,7.6,2.6,0.32,Dropout,Middle,High,Medium,Medium
